Date,Open,High,Low,Close,Volume,Currency,USD-BRL,USD-CLP,USD-EUR,Volume_USD-BRL,Volume_USD-CLP,Volume_USD-EUR
3/18/2019,97.15,97.97,96.35,93.65,2,USD,3.791497,668.280158,0.882155,7.582994,1336.560316,1.76431
3/19/2019,97.03,97.8,96.5,93.45,0,USD,3.789203,667.382409,0.880705,0,0,0
3/20/2019,96.6,96.8,94.35,94.75,24995,USD,3.7757,662.501488,0.87508,94373.6215,16559224.69,21872.6246
3/21/2019,94.85,96.3,94.55,94.8,18945,USD,3.792501,667.503814,0.879155,71848.93145,12645859.76,16655.59148
3/22/2019,95,95.5,93.65,93.9,17911,USD,3.907504,678.903912,0.883355,69987.30414,12159847.97,15821.77141
3/25/2019,93.65,94.85,92.6,94.25,23108,USD,3.8551,679.684946,0.88376,89083.6508,15706159.73,20421.92608
3/26/2019,94.35,95.85,93.95,95.35,25122,USD,3.876498,680.601894,0.88697,97385.38276,17098080.78,22282.46034
3/27/2019,95.05,96.4,93.45,93.85,31136,USD,3.99175,681.499774,0.88878,124287.128,21219176.96,27673.05408
3/28/2019,93.4,94.6,92.7,94,24204,USD,3.901298,682.601415,0.890505,94427.01679,16521684.65,21553.78302
3/29/2019,94.25,95.65,94.2,94.5,21783,USD,3.923104,680.503912,0.89035,85456.97443,14823416.72,19394.49405
4/1/2019,94.05,94.8,91.65,92.1,40736,USD,3.85205,668.818945,0.892435,156917.1088,27245008.54,36354.23216
4/2/2019,92.35,92.55,91.25,91.65,22447,USD,3.853797,673.396279,0.892585,86506.18126,15115726.27,20035.8555
4/3/2019,91.65,95.85,91.3,95.35,48271,USD,3.869801,667.501071,0.889245,186799.1641,32220944.2,42924.7454
4/4/2019,95.2,96.95,94.5,95.3,43593,USD,3.857401,665.0977,0.890981,168155.6818,28993604.04,38840.53473
4/5/2019,94.8,95.75,93.05,93.2,35727,USD,3.875304,665.303912,0.89027,138452.986,23769312.86,31806.67629
4/8/2019,93.2,93.8,92.05,92.95,35230,USD,3.849705,663.999773,0.88841,135625.1072,23392712,31298.6843
4/9/2019,93.3,94.85,93.15,93.65,47969,USD,3.849501,664.699323,0.887665,184656.7135,31884961.82,42580.40239
4/10/2019,93.75,94.5,93.1,94.25,28264,USD,3.8255,662.398196,0.88683,108123.932,18722022.61,25065.36312
4/11/2019,94.1,94.3,90.15,90.25,62045,USD,3.857302,663.898058,0.88807,239326.3026,41191555.01,55100.30315
4/12/2019,90.8,91.15,89.35,90.4,33835,USD,3.881904,661.103912,0.88343,131344.2218,22368450.86,29890.85405
4/15/2019,90,91.7,89.85,91.4,34575,USD,3.8719,660.869527,0.884605,133870.9425,22849563.9,30585.21788
4/16/2019,91.05,91.55,89.8,90.5,19189,USD,3.905296,661.895025,0.886155,74938.72494,12701103.63,17004.4283
4/17/2019,90.2,90.75,86.35,87.05,26972,USD,3.938199,662.105048,0.885221,106221.1034,17858297.35,23876.18081
4/18/2019,87.05,91.5,87,90.2,15144,USD,3.928202,662.240014,0.890035,59488.69109,10028962.77,13478.69004
4/22/2019,90.5,93.2,90.5,91.1,583,USD,3.935597,664.470236,0.88821,2294.453051,387386.1476,517.82643
4/23/2019,92,92,90.1,91.5,175,USD,3.9198,667.898411,0.89095,685.965,116882.2219,155.91625
4/24/2019,91.65,92,90.25,90.45,157,USD,3.991098,672.897423,0.89661,626.602386,105644.8954,140.76777
4/25/2019,91.9,92,91.5,92.05,165,USD,3.954202,674.685009,0.897955,652.44333,111323.0265,148.162575
4/26/2019,92,92.4,91.85,92.7,33,USD,3.929904,675.103912,0.89578,129.686832,22278.4291,29.56074
4/29/2019,91.75,91.8,90.8,91.35,31,USD,3.945799,678.179965,0.89406,122.319769,21023.57892,27.71586
4/30/2019,91.35,93.85,91.35,91.85,126,USD,3.918397,677.69765,0.891596,493.718022,85389.9039,112.341096
5/1/2019,91.7,91.7,91.7,89.8,2,USD,3.920797,678.701907,0.892825,7.841594,1357.403814,1.78565
5/2/2019,90.98,92.75,90.78,90.25,0,USD,3.967699,682.302517,0.895005,0,0,0
5/3/2019,89.8,89.8,89.6,89.25,8,USD,3.939041,677.005041,0.89194,31.512328,5416.040328,7.13552
5/6/2019,93.5,93.5,89.43,88.8,1,USD,3.969697,679.304736,0.892745,3.969697,679.304736,0.892745
5/7/2019,87.65,87.65,87,86.65,26,USD,3.970198,684.596918,0.89365,103.225148,17799.51987,23.2349
5/8/2019,87.6,87.6,87.45,87.2,7,USD,3.927797,684.104997,0.893025,27.494579,4788.734979,6.251175
5/9/2019,88.6,88.6,87.5,89.5,3,USD,3.946897,684.995004,0.891301,11.840691,2054.985012,2.673903
5/10/2019,88.85,88.85,88.85,89.45,1,USD,3.957204,686.000361,0.890035,3.957204,686.000361,0.890035
5/13/2019,90.2,90.5,88.83,88.25,14,USD,3.99405,693.375014,0.89031,55.9167,9707.250196,12.46434
5/14/2019,90.08,92.6,90,89.55,0,USD,3.976602,692.403383,0.89253,0,0,0
5/15/2019,90.75,91.75,90.63,89.9,0,USD,4.001405,692.309982,0.89231,0,0,0
5/16/2019,89.7,89.7,89.7,90,4,USD,4.0477,693.995008,0.894987,16.1908,2775.980032,3.579948
5/17/2019,88.05,88.05,88.05,87.35,14,USD,4.099204,697.205041,0.89546,57.388856,9760.870574,12.53644
5/20/2019,88.15,88.2,86.75,88.25,41,USD,4.096403,695.894976,0.895403,167.952523,28531.69402,36.711523
5/21/2019,89.6,93.35,88.5,92.9,32021,USD,4.039499,695.798647,0.8956,129348.7975,22280168.48,28678.0076
5/22/2019,93,93.85,91.5,91.75,26077,USD,4.040399,697.514959,0.896455,105361.4847,18189097.59,23376.85704
5/23/2019,91.6,94,90.2,93.5,30162,USD,4.042302,696.395633,0.894125,121923.9129,21004685.08,26968.59825
5/24/2019,93.5,95,92.6,93.3,27512,USD,4.022604,693.920396,0.89234,110669.8812,19091137.93,24550.05808
5/28/2019,93.2,96.45,92.65,96.05,36411,USD,4.025102,707.502983,0.895403,146557.9889,25760891.11,32602.51863
5/29/2019,96.65,100.25,95.95,99.5,40276,USD,3.974898,704.801968,0.897915,160092.9918,28386604.06,36164.42454
5/30/2019,100.15,102.75,99.5,102.35,51085,USD,3.981495,709.674979,0.89841,203394.6721,36253746.3,45895.27485
5/31/2019,102.1,105.3,99.05,104.6,47250,USD,3.925041,709.680396,0.89298,185458.1873,33532398.71,42193.305
6/3/2019,104.85,105.65,103,103.75,54970,USD,3.885605,704.000188,0.88921,213591.7069,38698890.33,48879.8737
6/4/2019,103.25,106.15,102.7,105.65,43489,USD,3.8551,693.285012,0.888603,167654.4439,30150271.89,38644.45587
6/5/2019,105.35,105.6,97.9,99.1,60415,USD,3.880904,692.995023,0.89058,234464.8152,41867294.31,53804.3907
6/6/2019,99,102.55,98.6,102.05,36389,USD,3.879896,692.6894,0.88683,141185.5355,25206274.58,32270.85687
6/7/2019,102.05,103.3,100.05,100.95,35111,USD,3.877504,693.000361,0.881715,136143.0429,24331935.68,30957.89537
6/10/2019,100.15,100.75,98,98.6,46331,USD,3.885998,699.804987,0.88357,180042.1733,32422664.85,40936.68167
6/11/2019,98.1,100.45,96.85,97,39467,USD,3.856597,693.280142,0.88268,152208.3138,27361687.36,34836.73156
6/12/2019,97.15,99.2,96.75,99.05,31368,USD,3.8674,695.697478,0.885502,121312.6032,21822638.49,27776.42674
6/13/2019,99.1,99.7,97.3,97.35,28587,USD,3.8497,696.295008,0.88652,110051.3739,19904985.39,25342.94724
6/14/2019,97.4,98,95.85,96,27578,USD,3.896504,699.505041,0.88988,107457.7873,19290950.02,24541.11064
6/17/2019,95.8,96.8,94.85,96.05,15748,USD,3.888502,699.595017,0.89093,61236.1295,11017222.33,14030.36564
6/18/2019,95.85,96,94,94.3,9770,USD,3.860957,696.00025,0.89302,37721.54989,6799922.443,8724.8054
6/19/2019,94.45,97.45,94.35,96.25,9586,USD,3.83895,691.094986,0.890226,36800.1747,6624836.536,8533.706436
6/20/2019,98,101.1,98,101.05,1245,USD,3.839198,683.905033,0.88533,4779.80151,851461.7661,1102.23585
6/21/2019,102.05,102.05,99.4,99.8,277,USD,3.822041,683.695041,0.877535,1058.705357,189383.5264,243.077195
6/24/2019,99.3,102.4,99,102,218,USD,3.827097,680.783762,0.8772,834.307146,148410.8601,191.2296
6/25/2019,103,105.35,103,106.45,94,USD,3.846996,681.802396,0.879625,361.617624,64089.42522,82.68475
6/26/2019,104.7,107.15,104.45,104.9,49,USD,3.844399,678.893708,0.87917,188.375551,33265.79169,43.07933
6/27/2019,105.2,105.8,105,105.55,16,USD,3.819501,680.204974,0.879395,61.112016,10883.27958,14.07032
6/28/2019,106.9,109,106.35,108.25,50,USD,3.851041,677.503912,0.878005,192.55205,33875.1956,43.90025
7/1/2019,112.55,112.55,109.6,110.15,47,USD,3.841099,680.494965,0.88597,180.531653,31983.26336,41.64059
7/2/2019,110.35,110.35,108.6,108.25,88,USD,3.845399,680.405033,0.885697,338.395112,59875.6429,77.941336
7/3/2019,110.1,112.15,108.3,112.25,5,USD,3.826503,678.402635,0.886015,19.132515,3392.013175,4.430075
7/5/2019,112.55,112.55,110.4,109.45,15,USD,3.822041,684.005041,0.89035,57.330615,10260.07562,13.35525
7/8/2019,113.05,113.05,105.5,104.75,27,USD,3.802699,687.880101,0.89161,102.672873,18572.76273,24.07347
7/9/2019,106.43,108.3,105.35,105.9,0,USD,3.800494,688.294993,0.892398,0,0,0
7/10/2019,107.68,109.3,105.58,104.35,2,USD,3.75385,686.04499,0.888225,7.5077,1372.08998,1.77645
7/11/2019,106.05,106.05,106.05,105.5,1,USD,3.756304,680.870177,0.8889,3.756304,680.870177,0.8889
7/12/2019,107.2,107.88,106.08,105.2,1,USD,3.738404,679.810396,0.885935,3.738404,679.810396,0.885935
7/15/2019,106.55,110.65,104.53,108.8,0,USD,3.755203,679.291317,0.88799,0,0,0
7/16/2019,110.18,110.18,105.45,104.1,6,USD,3.768703,682.114973,0.89191,22.612218,4092.689838,5.35146
7/17/2019,106.35,107.9,105.5,105.95,2,USD,3.763299,682.097109,0.890698,7.526598,1364.194218,1.781396
7/18/2019,105.3,105.3,105.3,107.15,2,USD,3.718894,683.215111,0.88801,7.437788,1366.430222,1.77602
7/19/2019,108.68,109.88,107.03,105.85,0,USD,3.748204,688.303912,0.890195,0,0,0
7/22/2019,106.7,108,105,105.1,19290,USD,3.741297,689.595052,0.892398,72169.61913,13302288.55,17214.35742
7/23/2019,105.15,105.6,102.15,102.3,26107,USD,3.773905,691.701804,0.896765,98525.33784,18058259,23411.84386
7/24/2019,102.45,103.65,100.55,101,31143,USD,3.772797,691.598925,0.897501,117496.217,21538465.32,27950.87364
7/25/2019,101.35,101.65,100.3,100.65,20320,USD,3.778801,696.784995,0.897203,76785.23632,14158671.1,18231.16496
7/26/2019,100.6,102.65,99.05,99.75,27622,USD,3.776204,695.195041,0.89706,104306.3069,19202677.42,24778.59132
7/29/2019,99.75,102.45,98.75,101.15,25632,USD,3.781602,696.60089,0.897455,96930.02246,17855274.01,23003.56656
7/30/2019,101.05,101.15,98.8,99.5,19260,USD,3.790806,699.198917,0.896255,73010.92356,13466571.14,17261.8713
7/31/2019,99.1,100.45,98.1,99.65,24465,USD,3.813198,703.605002,0.903235,93289.88907,17213696.37,22097.64428
8/1/2019,97.85,98.45,96.4,97.25,24406,USD,3.838801,706.495003,0.902655,93689.77721,17242717.04,22030.19793
8/2/2019,97.15,98.95,96.75,98.15,24202,USD,3.887304,713.105041,0.89851,94080.53141,17258568.2,21745.73902
8/5/2019,98.3,98.7,94.3,95.65,24429,USD,3.974598,721.187957,0.88941,97095.45454,17617900.6,21727.39689
8/6/2019,95.75,97.75,95.2,97.05,26450,USD,3.960198,714.795021,0.892499,104747.2371,18906328.31,23606.59855
8/7/2019,96.8,97.7,96.05,96.9,25949,USD,3.968901,714.295038,0.89255,102989.012,18535241.94,23160.77995
8/8/2019,97.4,98.9,96.55,97.4,35696,USD,3.919102,709.999946,0.89391,139896.265,25344158.07,31909.01136
8/9/2019,97.2,98.1,96.65,97.3,31111,USD,3.941704,710.120396,0.884055,122630.3531,22092555.64,27503.83511
8/12/2019,97.2,97.25,93.4,93.75,40125,USD,3.985402,713.955016,0.891605,159914.2553,28647445.02,35775.65063
8/13/2019,93.7,96.6,93.15,96.35,30652,USD,3.963902,704.084977,0.89472,121501.5241,21581612.72,27424.95744
8/14/2019,95.85,96.4,94,94.45,17294,USD,4.0518,711.305026,0.89743,70071.8292,12301309.12,15520.15442
8/15/2019,94.4,95.7,94.15,94.55,11795,USD,3.9916,710.904977,0.899233,47080.922,8385124.204,10606.45323
8/16/2019,94.9,95.05,92.6,92.85,5806,USD,4.005904,708.095041,0.90135,23258.27862,4111199.808,5233.2381
8/19/2019,92.8,93.65,91.05,91.15,8234,USD,4.074698,713.205006,0.902299,33551.06333,5872530.019,7429.529966
8/20/2019,91.35,91.8,89.6,91.45,12093,USD,4.0532,709.198782,0.90111,49015.3476,8576340.871,10897.12323
8/21/2019,91.65,93.85,91.65,92.85,16534,USD,4.025498,711.500177,0.901685,66557.58393,11763943.93,14908.45979
8/22/2019,93.15,93.6,92.25,93.5,114,USD,4.069501,715.295012,0.902235,463.923114,81543.63137,102.85479
8/23/2019,92.85,92.85,92,92.6,21,USD,4.120204,719.695041,0.88964,86.524284,15113.59586,18.68244
8/26/2019,92.15,94.85,92.15,94.15,28,USD,4.155102,719.930121,0.900799,116.342856,20158.04339,25.222372
8/27/2019,93.85,93.85,93.4,93.8,9,USD,4.12645,723.209852,0.901745,37.13805,6508.888668,8.115705
8/28/2019,93,93.9,92.85,94.2,8,USD,4.1692,723.674967,0.90208,33.3536,5789.399736,7.21664
8/29/2019,93.35,93.35,93.35,91.9,13,USD,4.169605,720.894981,0.904198,54.204865,9371.634753,11.754574
8/30/2019,93.3,93.3,93.3,93.6,8,USD,4.145404,721.285041,0.908225,33.163232,5770.280328,7.2658
9/3/2019,95.23,96.6,94.23,92.35,0,USD,4.166602,725.295026,0.911401,0,0,0
9/4/2019,95.8,96.95,95.53,93.4,0,USD,4.094704,723.195472,0.90622,0,0,0
9/5/2019,96.88,97.45,95.08,92.2,0,USD,4.107498,715.281732,0.906296,0,0,0
9/6/2019,95.18,97.35,95.03,93.85,0,USD,4.061904,711.695041,0.89827,0,0,0
9/9/2019,96.88,99.2,95.38,95,0,USD,4.094901,715.005033,0.90514,0,0,0
9/10/2019,98.68,102.25,98.03,98.35,0,USD,4.080968,712.414975,0.90498,0,0,0
9/11/2019,101.15,101.15,101.15,100.15,1,USD,4.06785,715.896392,0.90801,4.06785,715.896392,0.90801
9/12/2019,102.68,103.85,101.18,100.35,0,USD,4.060397,708.984982,0.904502,0,0,0
9/13/2019,103.23,103.6,102.08,99.5,0,USD,4.085104,707.505041,0.89634,0,0,0
9/16/2019,102,104.9,101.68,100.8,0,USD,4.080803,710.000129,0.908797,0,0,0
9/17/2019,103.6,104.05,99.98,96.85,0,USD,4.077502,715.602223,0.90299,0,0,0
9/18/2019,100.83,101.83,100.13,96.85,0,USD,4.110896,716.095002,0.906702,0,0,0
9/19/2019,100.35,100.75,98.1,98.35,17599,USD,4.168103,716.20504,0.905301,73354.4447,12604492.5,15932.3923
9/20/2019,98.5,99.75,98.05,98.4,22016,USD,4.147204,717.705041,0.907855,91304.84326,15800994.18,19987.33568
9/23/2019,98.5,100.9,98.15,99,17158,USD,4.162984,721.689776,0.90964,71428.47947,12382753.18,15607.60312
9/24/2019,98.85,100.35,98.45,99.15,13620,USD,4.163197,723.704969,0.907896,56702.74314,9856861.678,12365.54352
9/25/2019,98.9,101.55,97.25,100.95,24939,USD,4.148601,727.394992,0.913035,103461.9603,18140503.71,22770.17987
9/26/2019,101.4,102.9,100.05,100.85,17306,USD,4.170697,727.201579,0.91555,72178.08228,12584950.53,15844.5083
9/27/2019,100.5,101.9,100.4,100.9,14126,USD,4.159104,726.285041,0.91399,58751.5031,10259502.49,12911.02274
9/30/2019,100.5,102.45,99.3,101.15,21746,USD,4.156299,728.619669,0.917495,90382.87805,15844563.32,19951.84627
10/1/2019,101.05,101.6,99.65,101.35,16903,USD,4.1561,729.394972,0.914535,70250.5583,12328963.21,15458.38511
10/2/2019,101,101.7,100.15,100.6,13658,USD,4.12805,724.804993,0.912296,56380.9069,9899386.594,12460.13877
10/3/2019,100.5,102.9,99.15,102.05,21305,USD,4.0844,716.610431,0.91117,87018.142,15267385.23,19412.47685
10/4/2019,102.05,102.5,98.5,99,23556,USD,4.057104,715.303912,0.91075,95569.14182,16849698.95,21453.627
10/7/2019,98.9,99.15,96.6,97,30596,USD,4.106601,718.919797,0.911435,125645.5642,21996070.11,27886.26526
10/8/2019,97.1,97.8,95.5,95.7,24754,USD,4.09455,724.690238,0.912435,101356.4907,17938982.15,22586.41599
10/9/2019,95.65,96.6,95.05,95.45,18927,USD,4.109797,724.004961,0.910297,77786.12782,13703241.9,17229.19132
10/10/2019,95.6,96.1,93.05,93.5,31307,USD,4.109898,719.000042,0.90821,128668.5767,22509734.31,28433.33047
10/11/2019,94.25,94.35,92.2,93.7,30548,USD,4.113304,710.505041,0.90621,125653.2106,21704507.99,27682.90308
10/14/2019,93.5,95.6,93.4,94.85,20416,USD,4.125199,714.505413,0.906897,84220.06278,14587342.51,18515.20915
10/15/2019,94.9,95.4,93.95,94.45,23097,USD,4.180104,715.99964,0.90626,96547.86209,16537443.69,20931.88722
10/16/2019,94.05,94.4,92.25,93.55,22369,USD,4.150099,717.097134,0.90298,92833.56453,16040745.79,20198.75962
10/17/2019,93.45,94.7,92.35,92.9,19941,USD,4.162604,711.704435,0.898898,83006.48636,14192098.14,17924.92502
10/18/2019,92.65,96.2,92.55,95.7,24920,USD,4.112704,710.703912,0.895656,102488.5837,17710741.49,22319.74752
10/21/2019,96.05,97,94.5,96.35,22191,USD,4.128351,726.200338,0.896765,91612.23704,16115111.7,19900.11212
10/22/2019,95.55,99.1,95.55,98.9,25210,USD,4.079902,725.193384,0.89856,102854.3294,18282125.21,22652.6976
10/23/2019,98.8,98.9,97.4,97.75,18746,USD,4.034602,726.50114,0.89831,75632.64909,13618990.37,16839.71926
10/24/2019,97.75,98.45,96,96.45,20092,USD,4.040801,724.698692,0.900609,81187.77369,14560646.12,18095.03603
10/25/2019,95.65,99.85,95.65,99.45,31372,USD,4.004504,727.000361,0.902486,125629.2995,22807455.33,28312.79079
10/28/2019,99.15,100.8,98.2,100.5,26594,USD,3.990301,724.698722,0.901007,106118.0648,19272637.81,23961.38016
10/29/2019,100.5,101.8,98.7,98.95,30089,USD,3.998201,728.585115,0.899899,120301.8699,21922397.53,27077.06101
10/30/2019,98.7,100.35,97.05,99.35,26926,USD,3.987697,741.806315,0.896697,107372.7294,19973876.84,24144.46342
10/31/2019,99.4,102.25,99.4,101.95,30196,USD,4.017504,744.10406,0.896321,121312.5508,22468966.2,27065.30892
11/1/2019,102.15,104.3,101.1,104,31183,USD,3.990304,742.403912,0.893455,124429.6496,23150381.19,27860.60726
11/4/2019,104,104.75,102.65,103.65,41525,USD,4.0123,742.883085,0.898625,166610.7575,30848220.1,37315.40313
11/5/2019,103.55,106.05,102.8,105.8,42922,USD,3.9935,749.103861,0.90303,171409.007,32153035.92,38759.85366
11/6/2019,105.8,108.2,105.05,108,52731,USD,4.083801,742.097847,0.90334,215342.9105,39131561.57,47634.02154
11/7/2019,107.85,109.6,106.85,109.1,54063,USD,4.101033,742.794475,0.904789,221714.1471,40157697.7,48915.60771
11/8/2019,108.75,109.9,108.3,109.45,38484,USD,4.163504,749.000361,0.907528,160228.2879,28824529.89,34925.30755
11/11/2019,108.3,108.9,105.5,106,41346,USD,4.152801,762.265629,0.906197,171701.7101,31516634.7,37467.62116
11/12/2019,106.15,107.45,104.8,105.6,30605,USD,4.169397,780.495399,0.908101,127604.3952,23887061.69,27792.43111
11/13/2019,105.65,108.2,105.55,107.95,25674,USD,4.170098,795.503224,0.908198,107063.0961,20423749.77,23317.07545
11/14/2019,108.1,109.55,106.6,108.05,14840,USD,4.195796,803.399235,0.90744,62265.61264,11922444.65,13466.4096
11/15/2019,107.6,107.9,105.6,106.15,10116,USD,4.196204,775.403912,0.904773,42448.79966,7843985.974,9152.683668
11/18/2019,105.55,107.2,105.15,105.55,18912,USD,4.217899,776.615562,0.903185,79768.90589,14687353.51,17081.03472
11/19/2019,105.3,106.6,102.5,102.7,19432,USD,4.1932,789.594317,0.902649,81482.2624,15343396.77,17540.27537
11/20/2019,105.9,109.8,105.45,109.7,544,USD,4.196497,792.802522,0.90265,2282.894368,431284.572,491.0416
11/21/2019,109.3,115.75,108.1,115.25,91,USD,4.193207,797.796581,0.903705,381.581837,72599.48887,82.237155
11/22/2019,114.2,114.5,113.9,114.6,61,USD,4.196504,800.103912,0.907441,255.986744,48806.33863,55.353901
11/25/2019,114.45,117.8,114.45,117.8,28,USD,4.226903,828.789287,0.908098,118.353284,23206.10004,25.426744
11/26/2019,117.75,117.75,115,115.7,19,USD,4.233297,798.697333,0.907265,80.432643,15175.24933,17.238035
11/27/2019,116.93,118.9,115.83,117.3,0,USD,4.264197,819.201753,0.90872,0,0,0
11/29/2019,117.95,118,117.95,118.55,63,USD,4.24025,857.903912,0.907573,267.13575,54047.94646,57.177099
12/2/2019,118,122,118,121.5,35,USD,4.223799,803.811096,0.902795,147.832965,28133.38836,31.597825
12/3/2019,121.75,123.5,121.75,122.85,6,USD,4.2055,803.500918,0.9023,25.233,4821.005508,5.4138
12/4/2019,123.2,123.35,120.95,120.6,26,USD,4.207702,787.497258,0.90231,109.400252,20474.92871,23.46006
12/5/2019,121.45,124.4,121.45,123.95,77,USD,4.186105,783.176996,0.90049,322.330085,60304.62869,69.33773
12/6/2019,125.1,126.15,123,123.7,31,USD,4.141404,777.703912,0.904159,128.383524,24108.82127,28.028929
12/9/2019,128.25,128.25,128.25,127.3,1,USD,4.142697,777.749762,0.9038,4.142697,777.749762,0.9038
12/10/2019,129.6,130.85,129.6,132.05,39,USD,4.146102,779.097764,0.90152,161.697978,30384.8128,35.15928
12/11/2019,134.45,134.45,134.45,133.85,35,USD,4.125198,769.999967,0.898201,144.38193,26949.99885,31.437035
12/12/2019,135.2,137,134.85,135.9,8,USD,4.090824,768.401212,0.893992,32.726592,6147.209696,7.151936
12/13/2019,138.2,138.4,134.55,129.45,62,USD,4.108404,764.403912,0.89924,254.721048,47393.04254,55.75288
12/16/2019,135.85,135.85,135.85,135.8,2,USD,4.063398,761.501567,0.89794,8.126796,1523.003134,1.79588
12/17/2019,132.9,132.9,131.9,132.2,17,USD,4.071697,757.702842,0.896846,69.218849,12880.94831,15.246382
12/18/2019,134.08,135.44,130.25,131.7,0,USD,4.063262,751.707612,0.89965,0,0,0
12/19/2019,133.35,133.35,126.2,127.2,30472,USD,4.070402,754.301661,0.899023,124033.2897,22985080.21,27395.02886
12/20/2019,126.9,131.05,126.3,130.7,19029,USD,4.100474,756.903912,0.902685,78027.91975,14403124.54,17177.19287
12/23/2019,130.4,131.5,124.9,125.3,23911,USD,4.083502,753.09797,0.901596,97640.61632,18007325.56,21558.06196
12/24/2019,126.05,130.65,125.35,129.4,15731,USD,4.084297,749.796248,0.901898,64250.07611,11795044.78,14187.75744
12/26/2019,129.4,129.85,126.65,127.3,8886,USD,4.054899,747.000356,0.90084,36031.83251,6637845.163,8004.86424
12/27/2019,127.85,132.8,127.65,132.5,23561,USD,4.046632,748.903912,0.895037,95342.69655,17644925.07,21087.96676
12/30/2019,132.5,132.75,129.8,132.15,15437,USD,4.019281,732.717817,0.892698,62045.6408,11310964.94,13780.57903
12/31/2019,131.5,134.65,128.55,129.7,17376,USD,4.019969,739.403125,0.891273,69850.98134,12847868.7,15486.75965
1/2/2020,129.55,130.95,126.5,127.1,21506,USD,4.024897,749.801353,0.895185,86559.43488,16125227.9,19251.84861
1/3/2020,127.2,128.45,125.45,126.35,16566,USD,4.066804,764.303912,0.896057,67370.67506,12661458.61,14844.08026
1/6/2020,126.25,126.55,121.55,122.15,24428,USD,4.061898,774.29673,0.893136,99224.04434,18914520.52,21817.52621
1/7/2020,122.6,123.4,119.85,122.4,21308,USD,4.067699,770.051286,0.896525,86674.53029,16408252.8,19103.1547
1/8/2020,122.5,123.05,118.25,119.15,23061,USD,4.064398,758.000256,0.899865,93729.08228,17480243.9,20751.78677
1/9/2020,118.7,120.35,117,117.35,24637,USD,4.093604,768.302664,0.900197,100854.1217,18928672.73,22178.15349
1/10/2020,117.75,119.15,116.5,118.95,21165,USD,4.095804,773.803912,0.899304,86687.69166,16377559.8,19033.76916
1/13/2020,118.55,118.55,114.15,114.55,22280,USD,4.147296,774.901353,0.89804,92401.75488,17264802.14,20008.3312
1/14/2020,115,115.55,113.7,114.9,18618,USD,4.132902,769.795264,0.898604,76946.36944,14332048.23,16730.20927
1/15/2020,115.3,116.35,114.05,114.3,24677,USD,4.175702,775.301767,0.89666,103043.7983,19132121.7,22126.87882
1/16/2020,114.3,115.1,112.35,112.95,16708,USD,4.185104,777.096685,0.897902,69924.71763,12983731.41,15002.14662
1/17/2020,113.05,113.4,111.35,112.15,17839,USD,4.161904,774.000361,0.901665,74244.20546,13807392.44,16084.80194
1/21/2020,111.5,113.25,109.75,111.05,32011,USD,4.2124,774.899323,0.90211,134843.1364,24805302.23,28877.44321
1/22/2020,111.5,112.2,110.1,111,18581,USD,4.182798,771.39649,0.901225,77720.56964,14333318.18,16745.66173
1/23/2020,111.15,113.7,110.65,112.6,22898,USD,4.170597,777.00028,0.90458,95498.33011,17791752.41,20713.07284
1/24/2020,112.6,112.65,109.85,110.15,23990,USD,4.181404,777.303912,0.90703,100311.882,18647520.85,21759.6497
1/27/2020,110,110,106.15,106.6,25500,USD,4.207698,788.199758,0.907495,107296.299,20099093.83,23141.1225
1/28/2020,106.4,106.8,104.9,105.05,23885,USD,4.194901,785.760217,0.90726,100195.2104,18767882.78,21669.9051
1/29/2020,106,106.2,101.9,102.05,32681,USD,4.230398,792.789851,0.907899,138253.637,25909165.12,29671.04722
1/30/2020,102,103.5,100.9,101.5,24626,USD,4.243701,797.291627,0.90672,104505.3808,19634103.61,22328.88672
1/31/2020,101.45,103.25,100.15,102.65,23166,USD,4.282504,800.303912,0.901299,99208.48766,18539840.43,20879.49263
2/3/2020,102,102.3,97.8,97.9,31237,USD,4.248299,787.49567,0.90395,132704.1159,24599002.24,28236.68615
2/4/2020,98.95,101.75,97.6,98.15,29518,USD,4.255201,781.707367,0.905398,125605.0231,23074438.06,26725.53816
2/5/2020,98.5,99.25,97.55,97.75,29230,USD,4.235196,776.697382,0.909097,123794.7791,22702864.48,26572.90531
2/6/2020,98.45,99.35,97.4,98.15,34189,USD,4.2823,783.794218,0.910701,146407.5547,26797140.52,31135.95649
2/7/2020,98.35,99.9,97.7,98.35,23661,USD,4.320604,792.203912,0.913618,102229.8112,18744336.76,21617.1155
2/10/2020,98.55,100.7,98.05,100.3,45770,USD,4.324641,794.198726,0.916498,197938.8186,36350475.69,41948.11346
2/11/2020,100.65,101.2,99.5,100.5,36364,USD,4.331442,791.804195,0.915835,157508.5569,28793167.75,33303.42394
2/12/2020,101,102.3,100,100.65,36213,USD,4.355965,791.505819,0.919495,157742.5605,28662800.22,33297.67244
2/13/2020,100.5,104.65,99.95,104.45,28558,USD,4.350457,794.096439,0.922201,124240.351,22677806.1,26336.21616
2/14/2020,104.15,109.4,103.65,109.1,9664,USD,4.297604,792.000361,0.923289,41532.04506,7653891.489,8922.664896
