Date,Open,High,Low,Close,Volume,Currency,USD-BRL,USD-CLP,USD-EUR,Volume_USD-BRL,Volume_USD-CLP,Volume_USD-EUR
2/12/2019,100.2,101.25,99.9,100.45,28912,USD,3.709503,660.302645,0.882285,107249.1507,19090670.07,25508.62392
2/13/2019,101,101,98.65,98.9,29862,USD,3.754703,663.598309,0.88774,112122.941,19816372.7,26509.69188
2/14/2019,98.85,99.2,97.05,97.85,17476,USD,3.723498,664.398401,0.88535,65071.85105,11611026.46,15472.3766
2/15/2019,97.8,98.85,97.45,97.95,19140,USD,3.700504,661.803912,0.88523,70827.64656,12666926.88,16943.3022
2/19/2019,97.65,98.3,96.1,97.2,13803,USD,3.7235,655.601767,0.881796,51395.4705,9049271.19,12171.43019
2/20/2019,97.6,98.2,96.1,97.55,218,USD,3.725503,653.196482,0.881375,812.159654,142396.8331,192.13975
2/21/2019,97,97.35,96,96.1,37,USD,3.768026,654.501978,0.881799,139.416962,24216.57319,32.626563
2/22/2019,96.5,96.95,96.45,96.45,30,USD,3.748204,651.303912,0.881715,112.44612,19539.11736,26.45145
2/25/2019,96.35,97.25,96.25,96.4,12,USD,3.751899,650.5971,0.879898,45.022788,7807.1652,10.558776
2/26/2019,96.4,96.5,93.6,93.55,68,USD,3.748603,648.103082,0.877745,254.905004,44071.00958,59.68666
2/27/2019,93.95,96.3,93.95,95.7,15,USD,3.728797,649.199511,0.878745,55.931955,9737.992665,13.181175
2/28/2019,94.7,95.55,94.7,95.2,42,USD,3.750984,655.794813,0.879265,157.541328,27543.38215,36.92913
3/1/2019,97.5,97.5,97.5,96.95,8,USD,3.776404,659.803912,0.878925,30.211232,5278.431296,7.0314
3/4/2019,96.5,96.5,96.5,94.1,11,USD,3.775598,660.202571,0.882065,41.531578,7262.228281,9.702715
3/5/2019,96.45,96.45,96.45,96.45,0,USD,3.775898,657.804156,0.88448,0,0,0
3/6/2019,99.85,100.1,98.35,95.5,15,USD,3.84035,660.303308,0.88398,57.60525,9904.54962,13.2597
3/7/2019,98.55,99.3,96.85,93.65,0,USD,3.870798,667.802416,0.89302,0,0,0
3/8/2019,94.5,95.25,94.5,95.3,2,USD,3.869604,671.303912,0.88972,7.739208,1342.607824,1.77944
3/11/2019,98.08,98.3,97.05,94,0,USD,3.838798,670.704511,0.88819,0,0,0
3/12/2019,94.55,94.55,94.5,92.8,6,USD,3.813102,665.507555,0.885965,22.878612,3993.04533,5.31579
3/13/2019,96.1,97.78,95.25,94.45,0,USD,3.814803,668.694974,0.882555,0,0,0
3/14/2019,95.3,95.3,94.05,93.95,2,USD,3.841974,671.705262,0.884325,7.683948,1343.410524,1.76865
3/15/2019,97.28,97.85,96.6,94.6,0,USD,3.814504,670.000361,0.881485,0,0,0
