Data,USD-BRL,USD-CLP,USD-EUR
12/26/2020,5.216804,714.803912,0.8141
12/27/2020,5.216796,714.802876,0.819365
12/28/2020,5.247401,711.999749,0.818201
12/29/2020,5.210097,715.396702,0.816155
12/30/2020,5.194091,711.501443,0.813025
12/31/2020,5.193597,710.502481,0.821102
1/1/2021,5.193404,710.503912,0.821304
1/2/2021,5.193404,710.503912,0.824063
1/3/2021,5.1934,710.499696,0.816315
1/4/2021,5.296798,704.303175,0.816245
1/5/2021,5.285597,695.901138,0.813015
1/6/2021,5.314399,696.492944,0.810403
1/7/2021,5.410295,712.788329,0.815027
1/8/2021,5.418041,712.103912,0.817996
1/9/2021,5.41546,714.782413,0.817996
1/10/2021,5.41546,714.782413,0.820635
1/11/2021,5.489198,719.433018,0.822328
1/12/2021,5.3229,725.000072,0.819095
1/13/2021,5.299396,737.787686,0.822225
1/14/2021,5.197302,726.502495,0.822985
1/15/2021,5.293104,734.803912,0.828137
1/16/2021,5.293371,735.058819,0.827849
1/17/2021,5.293371,735.058819,0.82866
1/18/2021,5.296298,734.000111,0.82802
1/19/2021,5.358203,737.302307,0.823897
1/20/2021,5.292023,722.105074,0.825405
1/21/2021,5.350971,717.384438,0.821963
1/22/2021,5.467104,727.603912,0.821558
1/23/2021,5.467104,727.603912,0.821389
1/24/2021,5.467103,727.602481,0.821765
1/25/2021,5.466961,732.999751,0.823395
1/26/2021,5.355301,733.194813,0.822176
1/27/2021,5.414101,738.700451,0.826198
1/28/2021,5.440644,735.999978,0.825105
1/29/2021,5.462234,734.803912,0.823879
1/30/2021,5.462304,734.803912,0.823893
1/31/2021,5.462299,734.793621,0.82485
2/1/2021,5.431992,733.820636,0.828615
2/2/2021,5.368398,732.699352,0.830655
2/3/2021,5.353499,732.700387,0.830503
2/4/2021,5.427199,735.698647,0.835675
2/5/2021,5.370804,739.000361,0.82996
2/6/2021,5.370804,739.000361,0.829941
2/7/2021,5.3708,739.000289,0.82999
2/8/2021,5.36602,735.507217,0.829631
2/9/2021,5.378203,734.703045,0.825185
2/10/2021,5.386403,725.10795,0.8251
2/11/2021,5.366897,726.341272,0.824397
2/12/2021,5.370104,721.803912,0.825548
2/13/2021,5.370399,721.803912,0.825048
2/14/2021,5.370098,721.8159,0.824975
2/15/2021,5.3695,719.303214,0.824256
2/16/2021,5.370903,718.599468,0.826985
2/17/2021,5.411295,713.197914,0.830117
2/18/2021,5.427304,710.999756,0.827025
